f_gender,f_age,f_height,f_shoe_size*,f_number_of_pets*,f_platinum_albums*,f_weekly_workouts*,f_number_of_siblings*,f_pokemon_collected*,f_facebook_friends_count,f_facebook_photos_count,m_gender,m_age,m_height,m_shoe_size*,m_number_of_pets*,m_platinum_albums*,m_weekly_workouts*,m_number_of_siblings*,m_pokemon_collected*,m_facebook_friends_count,m_facebook_photos_count,members_became_friends
female,22,62,5.5,7.5,7.5,8,7.5,7.5,1463,229,male,22,70,5,7.5,7.5,7.5,7.5,7.5,1836,220,FALSE
female,27,72,6.5,8,7.5,7.5,7.5,7,1084,484,male,26,72,6,7.5,7.5,7.5,8,7.5,678,415,FALSE
female,29,63,6,8,7.5,7.5,7.5,7.5,360,401,male,30,72,6,7.5,7.5,7.5,7,7.5,1245,355,TRUE
female,28,60,6.5,7.5,6.5,8,7,7,1222,222,male,30,71,6,7.5,6.5,8,7,7,390,111,FALSE
female,21,62,6,8,7.5,8,8,8,956,220,male,23,72,6.5,8.5,7.5,8.5,8,7.5,1415,230,FALSE
female,25,64,5,7.5,7.5,7.5,7.5,7.5,634,461,male,24,75,5,7.5,7.5,8,7.5,7.5,1398,306,FALSE
female,22,64,5,7.5,7,7.5,7.5,7.5,934,763,male,24,71,5.5,7.5,7,8,7.5,7.5,434,230,FALSE
female,26,61,5.5,8,7,7.5,8.5,7.5,668,230,male,33,72,4.5,7.5,7.5,7.5,8,7.5,278,63,FALSE
female,23,63,5.5,7.5,7,8,7.5,7.5,1416,230,male,22,68,5.5,7.5,7.5,7.5,7,7.5,1886,230,TRUE
female,24,67,5.5,7.5,8,8,8.5,7.5,814,230,male,25,67,6,8.5,7.5,8,8.5,8,913,404,FALSE
female,22,66,5.5,8,7.5,8,7.5,7.5,1327,229,male,24,72,6,8,7.5,8.5,8,7.5,733,215,TRUE
female,27,65,6.5,7.5,7,8,7.5,7,987,494,male,27,71,5.5,7.5,7,8,7,7,549,412,FALSE
female,26,65,5.5,7.5,7.5,8,7.5,7.5,540,462,male,28,70,6,8,7.5,8,8,7.5,392,139,TRUE
female,25,66,6.5,8,7.5,8,7.5,7.5,518,230,male,24,70,5.5,8,7.5,8.5,8.5,7.5,486,230,FALSE
female,23,66,4.5,7.5,7.5,7.5,7,7,1034,230,male,24,67,5,7.5,7,7.5,7,7.5,345,420,FALSE
female,26,63,6,8,7,8,7,7.5,2110,499,male,25,76,7,8,7.5,8,7,7.5,552,286,FALSE
female,24,61,5.5,7.5,6.5,7,6.5,6.5,1237,229,male,25,71,4.5,7,6,6.5,7,7,858,214,TRUE
female,29,68,6,7.5,7.5,7.5,7.5,7.5,296,94,male,33,71,6.5,7.5,7.5,7.5,7.5,7.5,377,92,TRUE
female,27,64,5,7.5,7.5,7.5,7.5,7,255,56,male,26,68,5.5,7.5,7.5,7.5,7.5,7.5,393,166,FALSE
female,26,62,5.5,7.5,7.5,7.5,7.5,7.5,337,478,male,26,72,6.5,7.5,7,7.5,7.5,7.5,978,600,FALSE
female,24,64,6.5,8,7.5,7.5,8,7.5,800,230,male,23,71,7,8,7.5,8,8,7.5,1128,230,TRUE
female,23,63,5.5,7.5,7,7.5,7.5,7.5,470,229,male,24,67,5.5,8,7,8,7.5,7.5,569,230,TRUE
female,23,62,8,8,8,8,7.5,7.5,2150,501,male,25,72,7.5,8,7.5,8,8.5,7.5,1710,522,FALSE
female,25,68,5.5,8,7.5,7.5,8,7.5,614,222,male,27,74,5,7.5,6,7.5,7.5,7.5,685,229,FALSE
female,24,63,8,8,7,8,7,7,1782,230,male,25,71,6.5,7.5,7,8,7.5,7.5,1220,359,FALSE
female,28,66,5.5,7.5,7.5,7.5,7,7.5,804,593,male,27,71,4.5,7.5,7,7.5,7,7.5,815,109,TRUE
female,29,67,5.5,8,8,8,8,7.5,522,322,male,30,72,5,8,7.5,8,8,7.5,1488,242,TRUE
female,30,71,6,7.5,7.5,8,8.5,7.5,1104,156,male,29,72,6,8.5,7,8.5,8,7.5,570,205,FALSE
female,23,70,5.5,7.5,7.5,7.5,7,7.5,916,431,male,25,68,6,8,7.5,7.5,7.5,7.5,892,504,TRUE
female,29,64,5.5,7.5,7.5,7.5,7.5,7,1095,255,male,28,68,6,7.5,7.5,7.5,7.5,7.5,350,159,FALSE
female,24,70,5,7.5,7.5,7.5,7.5,7,980,227,male,24,71,5,7.5,7.5,7.5,7.5,7.5,795,230,TRUE
female,27,66,6,8,7.5,8.5,7.5,7.5,561,394,male,26,71,4.5,8,7.5,8,8.5,7.5,609,226,FALSE
female,26,66,6.5,7.5,7.5,7.5,8,8,1790,453,male,25,72,8,8,7.5,7.5,8,7.5,876,476,FALSE
female,24,64,5.5,7.5,7.5,7.5,8,7.5,812,230,male,33,74,5.5,8,7,8,7.5,7.5,552,176,FALSE
female,23,64,5,8,7,8,8.5,7.5,1329,441,male,24,68,5,8,7.5,8,7.5,7.5,1492,411,TRUE
female,25,68,6.5,7.5,7,7.5,7.5,7,1192,489,male,25,72,6,8,7.5,8,8,7.5,825,345,TRUE
female,23,63,5,7.5,7,7.5,8.5,8,910,554,male,23,81,5,8,7.5,8,8,7.5,681,328,FALSE
female,27,71,7.5,8.5,8,8.5,8.5,8,921,422,male,25,76,5.5,8,8,8,7.5,8,440,55,TRUE
female,23,69,6,7.5,7.5,7.5,7.5,7.5,818,230,male,23,71,6.5,7.5,7.5,8,7.5,7.5,2718,229,TRUE
female,23,67,5.5,7.5,7.5,7.5,8,7.5,1363,601,male,26,70,6.5,7.5,7.5,7.5,8,8,950,315,TRUE
female,25,63,5,7.5,6.5,7.5,7.5,7.5,796,571,male,24,72,6,8,7.5,8,7.5,7.5,824,401,TRUE
female,23,61,7,7.5,7.5,7.5,7,7,1380,356,male,27,72,7.5,7.5,7,8,7,7,2292,406,TRUE
female,24,66,6,8,7.5,8,8,7.5,771,528,male,24,74,6.5,7.5,7.5,7.5,7,7.5,1925,550,TRUE
female,23,62,5.5,8,7,8,7.5,7,1339,478,male,23,66,4,8,7,7.5,8.5,7.5,985,324,FALSE
female,28,66,6.5,8,7.5,7.5,7.5,7.5,778,399,male,28,69,5.5,7.5,7.5,8,8,7.5,1048,470,TRUE
female,27,68,6,7.5,7.5,8,7,7,1004,463,male,26,69,6,7.5,7,7.5,8,7.5,1126,149,TRUE
female,24,68,5.5,8,7.5,8,7.5,7.5,804,584,male,24,73,4.5,8,7,8.5,7.5,7,1020,433,FALSE
female,26,65,7,7.5,7,8,7.5,7,613,222,male,27,72,6,8,7.5,8,7,7.5,671,115,FALSE
female,22,69,6.5,7.5,7.5,7.5,7.5,7.5,417,230,male,25,76,6.5,7.5,7.5,8,7,7,579,166,FALSE
female,22,64,5.5,8,7.5,8,7.5,7,1452,526,male,25,71,4.5,8,7.5,8,8,7.5,1199,94,TRUE
female,29,66,4,8,7.5,8,7.5,7.5,508,444,male,28,71,5,7,7,7,7.5,7.5,199,253,FALSE
female,28,68,6.5,8.5,7.5,8,8.5,8,868,119,male,27,74,5.5,8,7.5,8,7.5,7.5,1281,402,TRUE
female,24,66,6,7.5,7.5,7.5,7.5,7.5,939,466,male,23,73,7,7.5,7.5,7.5,8,7,1195,436,FALSE
female,23,70,7,8,7.5,7.5,8,7.5,2170,506,male,25,73,6.5,8,7.5,8,8,7.5,1246,454,TRUE
female,24,70,6,7.5,8,8,8,7.5,856,230,male,26,72,6,7.5,7.5,8.5,7.5,7.5,859,226,FALSE
female,24,69,6,7.5,8,8,8,7.5,472,498,male,27,71,6.5,8,7,8,7.5,7.5,983,429,TRUE
female,21,65,6.5,7.5,7.5,7.5,8,7.5,658,428,male,25,73,5.5,7.5,7.5,7.5,7.5,7.5,1383,230,FALSE
female,24,67,5.5,8.5,7.5,8.5,7.5,7.5,1146,230,male,24,74,5,8.5,7.5,8,7.5,7.5,795,178,FALSE
female,25,64,5,8,8,8,8,8,1016,460,male,26,71,5.5,7.5,7.5,7.5,7.5,7.5,331,121,FALSE
female,22,65,7.5,7.5,7.5,8,8.5,7.5,1498,230,male,25,70,6.5,7.5,7.5,8,8,7.5,2195,459,TRUE
female,26,69,5.5,8,7.5,7.5,8,7.5,849,461,male,25,71,5.5,7.5,7,7.5,7.5,7.5,341,35,FALSE
female,26,64,7,7.5,7.5,8,7.5,7,675,214,male,24,70,6,8.5,7,8.5,7.5,7.5,1536,228,TRUE
female,23,64,6,8,7.5,8,7.5,7,2098,550,male,24,73,6,8,8,8,8.5,7.5,920,349,TRUE
female,23,65,5.5,7.5,7.5,7.5,7.5,7.5,389,396,male,24,68,7,7.5,7.5,7.5,7.5,7.5,1245,466,TRUE
female,23,65,6,8,7.5,8,7.5,7,2084,511,male,23,70,5.5,8,7.5,8,7.5,7.5,872,442,FALSE
female,25,68,6,7.5,7.5,7.5,7,7,876,478,male,25,72,8,8,8,8,8.5,8,1355,471,FALSE
female,23,70,7,7.5,8,7.5,7,7,959,230,male,23,72,7,8,7.5,8,7,7.5,2303,529,TRUE
female,26,66,7,7.5,7.5,7.5,8,7.5,2450,230,male,29,68,6.5,7.5,7.5,8,8,7,854,209,TRUE
female,25,75,6,8,7,8.5,7,7,468,471,male,25,74,6,8.5,7,8,7,7.5,1148,422,FALSE
female,22,64,4.5,8,7,8,7.5,7.5,2274,424,male,23,68,5,8,7,8,7.5,7.5,610,470,FALSE
female,25,65,6,8,7.5,8,7.5,7.5,1145,230,male,27,69,6.5,8,7,8,7.5,7.5,933,229,FALSE
female,24,63,5.5,8,7.5,7.5,7,7.5,306,144,male,24,71,6,8,7.5,7.5,7,7.5,1035,507,TRUE
female,25,65,5.5,8,7.5,8,7.5,7,1384,593,male,25,70,6,7.5,7.5,7.5,7.5,7.5,1144,447,TRUE
female,25,62,5.5,7.5,7.5,7.5,8.5,7.5,1530,322,male,24,69,6,7,8,6.5,7.5,7,738,195,TRUE
female,22,65,7,7.5,7,7.5,7.5,7.5,1998,230,male,23,72,6,8,8,8,8,7.5,1025,474,FALSE
female,24,63,8,8,7.5,8.5,8.5,7.5,992,647,male,25,73,6.5,7.5,8,7.5,8.5,7.5,1546,707,TRUE
female,25,68,8,7,7,7.5,7,7.5,666,230,male,25,76,7,8,7,7.5,7,7,1000,386,FALSE
female,25,65,4.5,7.5,6.5,8,7.5,7.5,1039,437,male,25,72,6,7.5,7.5,7.5,7.5,7.5,705,53,FALSE
female,25,63,6,7.5,7.5,8,7.5,7.5,915,470,male,27,72,5.5,7.5,7,7.5,8.5,7.5,292,61,FALSE
female,26,66,4.5,7.5,7.5,8,8,7.5,588,380,male,36,72,4.5,7.5,7,8,8.5,7.5,300,61,TRUE
female,22,65,6,8,7.5,8,8.5,7.5,1269,230,male,22,71,6,7.5,7.5,8.5,8,7.5,872,229,FALSE
female,27,63,6,8,7,8,7.5,7.5,867,229,male,25,72,6,8,7.5,7.5,7.5,7.5,415,203,FALSE
female,26,66,5,7.5,7.5,7.5,7.5,7.5,899,443,male,25,72,6,7.5,7.5,7.5,8,7.5,848,522,TRUE
female,24,65,5.5,8,7.5,8,8.5,7.5,1307,400,male,23,77,4.5,8,7.5,7.5,8.5,7.5,807,293,FALSE
female,23,64,4.5,8,7,8,6.5,7,1168,492,male,25,70,5.5,8,7,8,7,7,916,406,TRUE
female,31,68,5.5,7.5,7.5,7.5,8,7,1049,584,male,35,66,4,7.5,7,7.5,7.5,7.5,1422,316,TRUE
female,28,62,5.5,8,7.5,8,7.5,7.5,1305,231,male,26,72,6,8,7.5,8,7.5,7.5,1045,222,FALSE
female,24,66,5.5,8,7.5,8,7.5,7.5,669,230,male,26,66,5,9,7.5,8.5,7.5,7.5,1244,211,TRUE
female,25,67,4.5,8,7,8,7,7,641,467,male,25,73,5.5,7.5,7.5,8,7,7,986,229,TRUE
female,23,65,6.5,7.5,7.5,8,7.5,7.5,841,230,male,23,72,6.5,8.5,7.5,8.5,7.5,7.5,1269,200,TRUE
female,26,64,6.5,7.5,7.5,7.5,7.5,7.5,1240,529,male,26,68,6.5,7.5,7.5,8,7,7,584,178,FALSE
female,22,63,5.5,7.5,7.5,7.5,8.5,7.5,791,484,male,22,71,6.5,7.5,7.5,7.5,8.5,8,838,230,FALSE
female,28,66,6,8,7.5,7.5,7,7.5,693,361,male,30,68,6,8.5,7.5,8,8,8,1054,470,TRUE
female,28,68,5,8.5,7.5,8.5,8,7.5,606,228,male,37,72,6,8,7,8.5,7,7.5,3399,230,FALSE
female,25,65,7.5,8,7.5,8,8.5,7.5,1478,537,male,25,69,6,8,7.5,8.5,8.5,8,914,483,TRUE
female,23,69,7,7.5,7.5,7.5,7.5,7.5,1872,502,male,29,73,6.5,8,7.5,8,7.5,7.5,590,192,FALSE
female,23,67,6,8,7.5,7.5,8.5,7.5,939,20,male,23,71,7,8,7.5,8,8.5,7.5,729,333,TRUE
female,25,69,6,8,7.5,8,8,7.5,343,230,male,27,65,5.5,8,7,8,7,7.5,773,147,FALSE
female,25,64,6,7.5,7.5,8,7.5,7.5,738,400,male,25,73,6.5,7.5,7.5,7.5,7,7,1446,230,FALSE
female,22,65,5.5,8,7,8,8.5,7,1289,230,male,22,73,5.5,8,7.5,8,8.5,7.5,1704,230,TRUE
female,21,65,7.5,7.5,7.5,7.5,8,7.5,1525,229,male,23,72,6,7.5,7.5,7.5,7.5,7.5,1314,230,FALSE
female,24,68,8,8,7.5,8,8,7,1530,480,male,27,74,6.5,7.5,7.5,7.5,8,8,1328,692,TRUE
female,25,68,5,7.5,7.5,7.5,8,7.5,591,614,male,28,72,5.5,7.5,7,7.5,7,7.5,549,358,FALSE
female,25,63,5,7.5,7.5,7.5,7.5,7,763,357,male,24,70,5,7.5,7.5,7.5,7.5,7.5,1250,510,FALSE
female,25,63,7.5,7.5,7.5,7.5,7.5,7,905,409,male,28,71,7,8,7.5,8,7.5,7.5,691,440,TRUE
female,24,65,6,8,7.5,8,7.5,6.5,480,482,male,25,72,7.5,7.5,8,6,9,8,1441,794,FALSE
female,23,60,6,7.5,7,8,7,7.5,871,447,male,23,71,6.5,8,7,8,7,7.5,906,404,FALSE
female,27,71,6,7.5,7.5,7.5,7.5,7.5,1845,629,male,27,72,6,8,7.5,8,8.5,7.5,325,77,TRUE
female,22,61,5,8,7.5,8,7.5,7.5,1017,230,male,24,70,5,7.5,8,7.5,8,7.5,957,227,TRUE
female,24,63,6,8,7.5,8,8.5,7,1029,430,male,26,71,6,7.5,7.5,8,8,7.5,1464,214,FALSE
female,24,68,4,7.5,7,7.5,7.5,7,586,435,male,23,76,3.5,8,7.5,8,7.5,7.5,888,417,FALSE
female,25,63,5.5,7.5,7,7.5,8.5,7.5,585,216,male,32,69,5.5,8,6.5,7.5,7,7.5,556,287,FALSE
female,25,70,6,8,7.5,8,8.5,7.5,1105,377,male,26,74,5.5,8,7.5,8,8,7.5,404,95,TRUE
female,25,65,5.5,7.5,7.5,7.5,7.5,7.5,367,230,male,25,74,5,7.5,7.5,7.5,8,7.5,477,223,TRUE
female,26,63,6,8,7.5,8,7,7.5,973,497,male,28,73,6,7.5,7.5,7.5,8.5,7.5,1217,437,FALSE
female,24,70,6,7.5,7.5,7.5,7,7,777,779,male,23,71,5,7.5,7,7.5,7,7.5,643,417,FALSE
female,26,65,7,7.5,8,7.5,7.5,7.5,969,567,male,27,73,7.5,7.5,8,7.5,7,7.5,852,308,FALSE
female,28,60,5,8,7.5,8.5,8,8,804,213,male,34,70,6,7.5,7,7.5,7,7.5,256,105,FALSE
female,28,64,6,7.5,7.5,8,7.5,7.5,845,490,male,23,72,5.5,8,7.5,7.5,8,8,698,81,FALSE
female,26,70,5,7.5,7.5,8,7,7.5,1100,423,male,25,72,6,7.5,7.5,7.5,7,7.5,528,391,FALSE
female,23,64,6.5,7.5,7.5,7.5,8,7.5,1115,218,male,23,74,10,7.5,7.5,7.5,8,7.5,1186,407,FALSE
female,27,70,5.5,8,7.5,8,7.5,7.5,1250,213,male,26,71,5,8,7.5,8,7.5,7.5,831,225,FALSE
female,25,61,6.5,7.5,7.5,8,7,7.5,620,565,male,26,69,5.5,8,7,8,7.5,7.5,1011,230,TRUE
female,21,65,6.5,8,7.5,8,8,7,1502,694,male,24,76,6,8,7,8,7,7.5,1202,230,FALSE
female,33,62,5,7.5,7.5,7.5,7.5,7.5,437,457,male,35,67,5,8,7.5,8,8,8,1077,180,FALSE
female,25,63,5.5,8,7.5,8,8,7.5,1126,455,male,28,74,5.5,7.5,7.5,7.5,8.5,7.5,670,162,TRUE
female,25,65,6.5,8,7.5,8,8,7.5,1650,423,male,24,74,6,8,7,7.5,8,7.5,400,400,TRUE
female,25,64,7,7.5,8,8,8.5,7.5,1679,216,male,31,71,6.5,8,7.5,8,8,8,576,157,FALSE
female,29,66,7,8,7.5,8,7.5,7.5,554,675,male,31,70,8,8,7.5,8,7,7.5,1344,199,FALSE
female,28,62,6.5,8,7.5,8,7.5,7.5,1022,204,male,31,68,6,7.5,7.5,8,8.5,8,692,264,TRUE
female,24,61,6,7.5,7.5,8,8,7.5,2294,719,male,29,73,6,8,7.5,8,7.5,7.5,832,206,TRUE
female,25,69,5.5,7.5,7.5,7.5,7.5,7.5,662,564,male,23,71,5.5,7.5,7.5,7.5,8.5,8,1252,503,FALSE
female,22,60,6,8,7,8,7.5,7.5,690,229,male,23,68,5.5,8.5,7.5,8,7.5,7,776,229,FALSE
female,29,67,5.5,7.5,7,7.5,7.5,7.5,326,60,male,30,67,5,8,7,8,6.5,6.5,501,117,FALSE
female,29,62,5,7.5,7,7.5,7,7,231,40,male,34,70,5.5,7.5,7,7.5,7,7,357,110,FALSE
female,26,62,6,7.5,7.5,8,7.5,7.5,1059,228,male,30,69,5.5,7.5,7,7.5,7,7,987,417,TRUE
female,24,65,6.5,8,7.5,8,8,7.5,584,525,male,24,75,6,7.5,7.5,7.5,7.5,7.5,203,250,FALSE
female,28,65,5,8,7,8.5,7.5,7.5,709,405,male,29,70,4,7.5,6.5,8,7.5,7.5,565,339,FALSE
female,26,64,7,7.5,7.5,7.5,7.5,7.5,1020,668,male,26,72,7.5,8,7.5,8,8,7.5,1956,240,FALSE
female,29,70,5,7.5,7.5,7.5,7,7.5,1336,317,male,27,71,4.5,8,7.5,8.5,7.5,7.5,1532,467,TRUE
female,27,65,5.5,7.5,7.5,7.5,8.5,7.5,1008,444,male,27,71,4.5,8,7.5,8,7,7.5,1728,406,FALSE
female,23,68,7.5,7.5,8,7.5,8,7.5,2622,604,male,25,73,8,8,7.5,7.5,7,7,797,521,TRUE
female,28,69,6,7.5,7.5,7.5,7.5,7.5,888,404,male,26,68,7,8,7,8,7,7.5,1078,470,TRUE
female,23,61,6.5,7.5,8,8,8.5,7.5,1078,225,male,24,77,6.5,8,7.5,7.5,8,7.5,614,218,TRUE
female,27,65,6,7.5,7.5,7.5,7.5,7.5,937,322,male,28,70,7,8,6.5,7.5,7,7,934,204,FALSE
female,24,63,6,7.5,7.5,7.5,8,7.5,737,230,male,23,69,5.5,7.5,7.5,7.5,8,7.5,996,230,FALSE
female,24,64,8,8,8,8,8,7.5,1141,432,male,25,72,8,7,7.5,7.5,8.5,7.5,600,88,FALSE
female,26,62,6.5,8,7.5,8,7.5,7,1457,403,male,23,72,7,7.5,7.5,7.5,7.5,7.5,862,230,FALSE
female,28,67,5.5,7.5,7.5,7.5,7.5,7.5,770,191,male,37,74,7,7.5,7.5,7.5,7,7,259,56,TRUE
female,28,67,6.5,7.5,7.5,8,7.5,7.5,1148,226,male,34,74,5.5,8,7.5,8.5,7.5,7.5,1121,229,FALSE
female,26,65,6,7.5,7,7.5,7.5,7.5,853,456,male,25,73,5.5,7.5,7.5,7.5,7.5,7,933,582,FALSE
female,22,63,7,7.5,7,7.5,7.5,7.5,1884,535,male,22,68,6.5,7.5,7.5,7.5,7.5,7.5,1153,229,TRUE
female,25,74,6.5,7.5,7,8,7.5,7,1091,606,male,24,78,6,8,7.5,7.5,8.5,7.5,898,318,FALSE
female,28,62,5.5,7.5,7,7.5,7,7,366,131,male,30,71,4.5,8,7,8,7.5,7.5,1300,277,FALSE
female,23,67,6,7.5,8,8,8,7.5,920,230,male,25,72,6,8,7.5,8,7.5,7.5,763,211,TRUE
female,25,67,5.5,8.5,7,8,7.5,7.5,689,229,male,29,70,5.5,8,7.5,8,8,7.5,1139,193,TRUE
female,25,69,5,8,7.5,8,8,7.5,2282,453,male,29,67,5.5,7.5,7.5,8,8,8,1679,508,TRUE
female,23,62,6.5,7.5,7,8,7,7.5,950,216,male,24,74,7,8,7.5,8,7.5,7.5,700,359,FALSE
female,22,67,7,7.5,7.5,7.5,7.5,7.5,902,230,male,25,74,5.5,7.5,7.5,7.5,7.5,7.5,969,230,TRUE
female,25,66,6,8,8,8,8,7.5,757,545,male,26,73,6,7.5,7,8,7,7.5,634,329,FALSE
female,23,70,6,7.5,7,7.5,7.5,7.5,556,475,male,23,72,5.5,7.5,6.5,7.5,7,7.5,503,213,FALSE
female,25,69,6,7.5,7,7.5,8,7.5,321,400,male,25,72,6,8,7.5,8,7.5,7.5,651,229,FALSE
female,25,67,6.5,7.5,7.5,8,7.5,7,2199,551,male,31,74,5.5,8,7.5,8,7.5,7.5,1112,385,TRUE
female,23,64,5.5,8,7,8,8,7.5,1468,470,male,24,69,6,8,7.5,8,8,7.5,588,227,FALSE
female,25,65,4.5,8,7,8,7.5,7,203,436,male,27,68,5.5,8,7.5,8,7.5,7.5,1253,430,FALSE
female,22,67,5.5,7.5,7.5,7.5,7.5,7.5,608,230,male,23,73,6,7.5,7.5,7.5,7.5,7.5,405,230,FALSE
female,23,70,6,8,7.5,8,7.5,7.5,1142,465,male,23,70,5,7.5,7.5,8,7.5,7,1786,410,FALSE
female,26,64,6,7.5,7.5,7.5,7.5,7.5,619,508,male,29,70,6.5,7.5,7.5,7.5,8,7,1186,423,TRUE
female,24,64,6.5,7.5,7,7.5,7.5,7.5,1126,230,male,27,72,5.5,8,7.5,8,7.5,7.5,613,223,FALSE
female,29,63,6.5,7.5,7,7.5,7,7.5,436,133,male,32,69,6.5,8.5,7.5,8.5,8.5,8,932,204,TRUE
female,26,67,6.5,7.5,7,7.5,7.5,7.5,1534,229,male,27,73,5,7.5,7.5,7.5,7.5,7.5,1042,230,FALSE
female,27,65,6,7.5,7.5,8,7,7.5,1000,230,male,33,71,7,7,7,7,7,7,1861,230,TRUE
female,24,69,5.5,8.5,7.5,8.5,8,7.5,948,435,male,24,69,6,8,7.5,8,8.5,7.5,1087,469,TRUE
female,23,66,5.5,7.5,7.5,8,8.5,7.5,1001,468,male,23,73,6,8,7,8,8.5,7.5,980,337,FALSE
female,24,66,6.5,8,7.5,8,7.5,7.5,1159,512,male,23,71,7.5,7.5,7.5,8,7.5,7.5,1021,218,FALSE
female,24,70,5.5,8,7.5,8,7,7.5,902,512,male,26,76,6,7.5,7,7.5,7,7,550,235,TRUE
female,24,67,7,8.5,7.5,8.5,7.5,7,433,83,male,30,69,6,8.5,7,8.5,7.5,7.5,632,230,TRUE
female,23,64,5.5,7.5,8,6.5,8,7.5,982,228,male,24,74,6.5,7.5,7,6,7,7,553,201,TRUE
female,22,63,5.5,7,7,7.5,6.5,6.5,659,434,male,24,71,8,7.5,7,7.5,7,7,1838,230,TRUE
female,24,65,5,8.5,7,8.5,7,7,473,522,male,27,74,6,8,7.5,7.5,7,7.5,775,465,FALSE
female,24,64,5.5,8.5,7.5,8,8,7.5,999,725,male,23,69,4.5,8,7.5,8,8.5,7.5,1446,491,FALSE
female,23,61,5,8,7,8,7.5,7,1312,524,male,26,75,6,8,7.5,7.5,8.5,7,827,351,TRUE
female,27,66,6.5,7.5,8,7.5,7.5,7.5,698,443,male,25,74,6.5,8,7.5,8,7.5,7.5,768,491,FALSE
female,24,64,5.5,7.5,7.5,8,7,7,1375,230,male,24,72,5.5,7.5,7,7.5,7,7.5,998,301,TRUE
female,22,67,5,7.5,7.5,8,7,7,1060,409,male,24,72,6,7.5,7,7.5,7,7.5,857,406,FALSE
female,27,64,5,7.5,7.5,7.5,7.5,7.5,484,230,male,28,71,6,8,7,7.5,7.5,7.5,642,78,TRUE
female,23,64,6,8,7,8,7.5,7,845,216,male,23,72,5.5,8,7.5,7.5,8,8,698,81,TRUE
female,26,64,6.5,7.5,8,7.5,7.5,7.5,1465,462,male,31,70,5,7.5,7.5,7.5,8,8,1008,303,TRUE
female,23,62,7,7.5,7.5,7.5,7.5,7.5,1179,230,male,25,72,6.5,7.5,7.5,7.5,7.5,7.5,1845,230,TRUE
female,28,65,6.5,7.5,7.5,7.5,7.5,7.5,556,219,male,33,68,5.5,7.5,7.5,7.5,7.5,7.5,364,51,FALSE
female,26,65,6,7.5,7,8,7,7,832,519,male,26,70,8,7,7.5,7.5,7.5,7.5,1054,467,TRUE
female,25,67,5,7.5,7.5,7.5,7.5,7.5,694,563,male,28,71,7,8,7.5,8,7.5,7.5,691,440,FALSE
female,28,68,5,8,7,7.5,7,7,1059,434,male,28,72,5.5,8,7.5,8,7.5,7.5,442,403,TRUE
female,22,60,6,8,7,8,7.5,7.5,1213,230,male,24,71,6.5,7.5,8.5,7.5,7.5,7,807,209,TRUE
female,23,66,4,7.5,7,7.5,7,6,979,717,male,26,69,5,7.5,7.5,7.5,8,7.5,915,448,FALSE
female,28,65,6.5,8,7.5,8,7.5,6.5,977,505,male,25,72,7,8,8,8,8,7.5,719,124,FALSE
female,26,68,6,8,7.5,8,7.5,7.5,818,219,male,23,70,6.5,7.5,7.5,7.5,7.5,7.5,853,230,TRUE
female,25,65,6,8,7.5,8,7.5,7,1001,400,male,26,67,6,9,7,8.5,8.5,8,1508,590,FALSE
female,24,66,3.5,8.5,7.5,8,7.5,7.5,983,518,male,24,69,6,7,7.5,6.5,9,8,632,151,FALSE
female,23,65,7.5,7.5,7,8,7,7,1060,230,male,25,75,6.5,8,7.5,8,7.5,7.5,756,213,TRUE
female,26,62,7,7.5,8,8,7.5,7.5,1426,230,male,30,72,6,7.5,7.5,8,8.5,8,716,223,FALSE
female,24,68,6.5,7.5,7.5,8,7,7.5,736,454,male,24,69,5,8,7,8,7.5,7.5,670,401,FALSE
female,23,63,6.5,7.5,7.5,8,7,7.5,975,230,male,24,67,4,8.5,7.5,8,7.5,7.5,1313,402,FALSE
female,23,66,6,8,7.5,8,7.5,7.5,1373,650,male,23,70,5,7.5,7.5,8,8,7.5,999,319,FALSE
female,26,71,7,8,7.5,8,7.5,7.5,876,431,male,28,72,7.5,7.5,7.5,7.5,7.5,7.5,1033,227,TRUE
female,25,66,6,7.5,7.5,7.5,7.5,7.5,966,488,male,24,74,6,8,7.5,8,7.5,7.5,1480,471,FALSE
female,25,65,5.5,7.5,7.5,8,7,7,1262,230,male,25,69,6.5,7.5,7,8,7,7.5,993,403,FALSE
female,23,67,5.5,7.5,7.5,8,8,7.5,973,230,male,24,71,5.5,8,7.5,8,8,7.5,909,409,TRUE
female,29,67,5,7.5,7.5,7.5,7.5,7.5,860,492,male,29,68,6,7.5,7.5,7.5,8.5,7.5,936,229,FALSE
female,24,60,6,8,7.5,8,8,7.5,1305,216,male,25,74,7,7.5,8,7.5,7.5,7.5,970,510,FALSE
female,25,64,5.5,7.5,8,7.5,7.5,7.5,808,390,male,29,71,5.5,7.5,7.5,7.5,7.5,7.5,1343,136,TRUE
female,26,69,5,8.5,7.5,8,8,7.5,885,440,male,28,72,5,8,7.5,8,7,7.5,502,325,TRUE
female,28,65,6.5,8,7.5,8,7.5,7.5,203,78,male,33,70,7,8.5,7.5,8.5,8,7.5,468,210,FALSE
female,27,67,6.5,8,7.5,8,7.5,7.5,598,471,male,26,73,6,8,7.5,7.5,8,7.5,1332,479,FALSE
female,23,61,6.5,7.5,7.5,8,7.5,7.5,1154,497,male,24,71,5.5,8,7,8,7,7,645,439,TRUE
